NEW_DATASET_IMG_FILENAME -> ORIGINAL_SUNRGBD_IMG_PATH
4942.png -> /SUNRGBD/kv2/kinect2data/003583_2014-05-23_16-45-38_094959634447_rgbf000100-resize
4943.png -> /SUNRGBD/kv2/kinect2data/000526_2014-06-08_13-56-05_260595134347_rgbf000128-resize
4944.png -> /SUNRGBD/kv2/kinect2data/001268_2014-06-16_16-11-51_260595134347_rgbf000095-resize
4945.png -> /SUNRGBD/kv2/kinect2data/000947_2014-06-08_18-19-07_260595134347_rgbf000058-resize
4946.png -> /SUNRGBD/kv2/kinect2data/001302_2014-06-16_16-32-30_260595134347_rgbf000221-resize
4947.png -> /SUNRGBD/kv2/kinect2data/003422_2014-05-21_09-55-37_094959634447_rgbf000101-resize
4948.png -> /SUNRGBD/kv2/kinect2data/002078_2014-06-24_21-57-57_260595134347_rgbf000071-resize
4949.png -> /SUNRGBD/kv2/kinect2data/002950_2014-06-26_15-58-10_094959634447_rgbf000087-resize
4950.png -> /SUNRGBD/kv2/kinect2data/003276_2014-05-14_16-11-00_094959634447_rgbf000101-resize
4951.png -> /SUNRGBD/kv2/kinect2data/001375_2014-06-19_15-56-19_260595134347_rgbf000078-resize
4952.png -> /SUNRGBD/kv2/kinect2data/002792_2014-06-22_19-37-20_094959634447_rgbf000076-resize
4953.png -> /SUNRGBD/kv2/kinect2data/003419_2014-05-21_09-54-33_094959634447_rgbf000100-resize
4954.png -> /SUNRGBD/kv2/kinect2data/003099_2014-06-24_21-04-53_094959634447_rgbf000076-resize
4955.png -> /SUNRGBD/kv2/kinect2data/003135_2014-05-12_10-57-34_094959634447_rgbf000100-resize
4956.png -> /SUNRGBD/kv2/kinect2data/000346_2014-06-09_19-48-39_260595134347_rgbf000119-resize
4957.png -> /SUNRGBD/kv2/kinect2data/000746_2014-06-08_21-53-08_260595134347_rgbf000036-resize
4958.png -> /SUNRGBD/kv2/kinect2data/002747_2014-06-22_19-07-02_094959634447_rgbf000083-resize
4959.png -> /SUNRGBD/kv2/kinect2data/003538_2014-05-22_15-09-28_094959634447_rgbf005797-resize
4960.png -> /SUNRGBD/kv2/kinect2data/002493_2014-05-25_16-31-17_094959634447_rgbf000139-resize
4961.png -> /SUNRGBD/kv2/kinect2data/000063_2014-04-29_14-38-52_094959634447_rgbf000101-resize
4962.png -> /SUNRGBD/kv2/kinect2data/000184_2014-05-12_16-30-40_260595134347_rgbf005763-resize
4963.png -> /SUNRGBD/kv2/kinect2data/001466_2014-06-19_17-26-00_260595134347_rgbf000041-resize
4964.png -> /SUNRGBD/kv2/kinect2data/001373_2014-06-19_15-55-34_260595134347_rgbf000088-resize
4965.png -> /SUNRGBD/kv2/kinect2data/002577_2014-06-24_14-07-36_094959634447_rgbf000059-resize
4966.png -> /SUNRGBD/kv2/kinect2data/003446_2014-05-21_12-06-20_094959634447_rgbf000100-resize
4967.png -> /SUNRGBD/kv2/kinect2data/000141_2014-05-20_17-12-29_260595134347_rgbf000050-resize
4968.png -> /SUNRGBD/kv2/kinect2data/000664_2014-06-09_20-14-33_260595134347_rgbf000202-resize
4969.png -> /SUNRGBD/kv2/kinect2data/000736_2014-06-08_18-24-15_260595134347_rgbf000206-resize
4970.png -> /SUNRGBD/kv2/kinect2data/003537_2014-05-22_15-07-19_094959634447_rgbf000100-resize
4971.png -> /SUNRGBD/kv2/kinect2data/002069_2014-06-24_21-45-10_260595134347_rgbf000071-resize
4972.png -> /SUNRGBD/kv2/kinect2data/002542_2014-06-24_13-38-06_094959634447_rgbf000076-resize
4973.png -> /SUNRGBD/kv2/kinect2data/000852_2014-06-08_16-53-43_260595134347_rgbf000068-resize
4974.png -> /SUNRGBD/kv2/kinect2data/003615_2014-05-23_18-03-30_094959634447_rgbf000100-resize
4975.png -> /SUNRGBD/kv2/kinect2data/001453_2014-06-19_17-05-40_260595134347_rgbf000108-resize
4976.png -> /SUNRGBD/kv2/kinect2data/001639_2014-06-20_11-46-54_260595134347_rgbf000123-resize
4977.png -> /SUNRGBD/kv2/kinect2data/000915_2014-06-08_22-22-12_260595134347_rgbf000056-resize
4978.png -> /SUNRGBD/kv2/kinect2data/001546_2014-06-20_17-03-31_260595134347_rgbf000028-resize
4979.png -> /SUNRGBD/kv2/kinect2data/003555_2014-05-23_10-24-07_094959634447_rgbf000100-resize
4980.png -> /SUNRGBD/kv2/kinect2data/002123_2014-06-25_20-35-38_260595134347_rgbf000071-resize
4981.png -> /SUNRGBD/kv2/kinect2data/003106_2014-06-24_21-07-43_094959634447_rgbf000110-resize
4982.png -> /SUNRGBD/kv2/kinect2data/003459_2014-05-21_12-53-24_094959634447_rgbf000100-resize
4983.png -> /SUNRGBD/kv2/kinect2data/002157_2014-06-27_23-54-44_260595134347_rgbf000085-resize
4984.png -> /SUNRGBD/kv2/kinect2data/002088_2014-06-25_19-44-16_260595134347_rgbf000109-resize
4985.png -> /SUNRGBD/kv2/kinect2data/000513_2014-06-09_15-47-17_260595134347_rgbf000131-resize
4986.png -> /SUNRGBD/kv2/kinect2data/001158_2014-06-17_15-32-16_260595134347_rgbf000138-resize
4987.png -> /SUNRGBD/kv2/kinect2data/000505_2014-06-08_23-03-23_260595134347_rgbf000091-resize
4988.png -> /SUNRGBD/kv2/kinect2data/003661_2014-05-24_14-12-20_094959634447_rgbf000051-resize
4989.png -> /SUNRGBD/kv2/kinect2data/000800_2014-06-08_22-42-09_260595134347_rgbf000095-resize
4990.png -> /SUNRGBD/kv2/kinect2data/001081_2014-06-08_22-29-39_260595134347_rgbf000114-resize
4991.png -> /SUNRGBD/kv2/kinect2data/003354_2014-05-20_11-45-39_094959634447_rgbf000101-resize
4992.png -> /SUNRGBD/kv2/kinect2data/001239_2014-06-17_16-40-09_260595134347_rgbf000040-resize
4993.png -> /SUNRGBD/kv2/kinect2data/002631_2014-06-24_14-48-15_094959634447_rgbf000071-resize
4994.png -> /SUNRGBD/kv2/kinect2data/002546_2014-06-24_13-39-08_094959634447_rgbf000096-resize
4995.png -> /SUNRGBD/kv2/kinect2data/001467_2014-06-19_17-26-55_260595134347_rgbf000058-resize
4996.png -> /SUNRGBD/kv2/kinect2data/000390_2014-06-08_23-05-52_260595134347_rgbf000061-resize
4997.png -> /SUNRGBD/kv2/kinect2data/002723_2014-06-22_11-47-19_094959634447_rgbf000043-resize
4998.png -> /SUNRGBD/kv2/kinect2data/001455_2014-06-19_17-06-37_260595134347_rgbf000075-resize
4999.png -> /SUNRGBD/kv2/kinect2data/003442_2014-05-21_11-58-50_094959634447_rgbf003064-resize
5000.png -> /SUNRGBD/kv2/kinect2data/003559_2014-05-23_10-38-14_094959634447_rgbf002823-resize
5001.png -> /SUNRGBD/kv2/kinect2data/003140_2014-05-12_11-05-49_094959634447_rgbf000101-resize
5002.png -> /SUNRGBD/kv2/kinect2data/000328_2014-06-09_22-27-44_260595134347_rgbf000123-resize
5003.png -> /SUNRGBD/kv2/kinect2data/001209_2014-06-17_16-10-38_260595134347_rgbf000079-resize
5004.png -> /SUNRGBD/kv2/kinect2data/000338_2014-06-08_11-34-19_260595134347_rgbf000102-resize
5005.png -> /SUNRGBD/kv2/kinect2data/002803_2014-06-22_19-53-26_094959634447_rgbf000095-resize
5006.png -> /SUNRGBD/kv2/kinect2data/001531_2014-06-20_16-50-19_260595134347_rgbf000114-resize
5007.png -> /SUNRGBD/kv2/kinect2data/000851_2014-06-08_16-52-19_260595134347_rgbf000149-resize
5008.png -> /SUNRGBD/kv2/kinect2data/001619_2014-06-20_11-37-45_260595134347_rgbf000103-resize
5009.png -> /SUNRGBD/kv2/kinect2data/001077_2014-06-08_22-19-18_260595134347_rgbf000062-resize
5010.png -> /SUNRGBD/kv2/kinect2data/002782_2014-06-22_19-26-04_094959634447_rgbf000075-resize
5011.png -> /SUNRGBD/kv2/kinect2data/001419_2014-06-19_16-34-02_260595134347_rgbf000115-resize
5012.png -> /SUNRGBD/kv2/kinect2data/003338_2014-05-20_11-01-23_094959634447_rgbf000051-resize
5013.png -> /SUNRGBD/kv2/kinect2data/003474_2014-05-21_15-03-14_094959634447_rgbf002451-resize
5014.png -> /SUNRGBD/kv2/kinect2data/000723_2014-06-08_17-28-33_260595134347_rgbf000080-resize
5015.png -> /SUNRGBD/kv2/kinect2data/001167_2014-06-17_15-38-07_260595134347_rgbf000108-resize
5016.png -> /SUNRGBD/kv2/kinect2data/001217_2014-06-17_16-18-58_260595134347_rgbf000111-resize
5017.png -> /SUNRGBD/kv2/kinect2data/003171_2014-05-12_21-45-44_094959634447_rgbf000100-resize
5018.png -> /SUNRGBD/kv2/kinect2data/002067_2014-06-24_21-42-56_260595134347_rgbf000015-resize
5019.png -> /SUNRGBD/kv2/kinect2data/000392_2014-06-08_23-08-21_260595134347_rgbf000102-resize
5020.png -> /SUNRGBD/kv2/kinect2data/002510_2014-06-24_13-19-41_094959634447_rgbf000080-resize
5021.png -> /SUNRGBD/kv2/kinect2data/000395_2014-06-08_13-38-04_260595134347_rgbf000097-resize
5022.png -> /SUNRGBD/kv2/kinect2data/002696_2014-06-22_11-24-40_094959634447_rgbf000006-resize
5023.png -> /SUNRGBD/kv2/kinect2data/000659_2014-06-08_17-12-56_260595134347_rgbf000125-resize
5024.png -> /SUNRGBD/kv2/kinect2data/001082_2014-06-08_22-30-25_260595134347_rgbf000087-resize
5025.png -> /SUNRGBD/kv2/kinect2data/003133_2014-05-12_10-56-45_094959634447_rgbf000100-resize
5026.png -> /SUNRGBD/kv2/kinect2data/003113_2014-04-29_17-41-39_094959634447_rgbf000084-resize
5027.png -> /SUNRGBD/kv2/kinect2data/003392_2014-05-20_15-31-40_094959634447_rgbf000121-resize
5028.png -> /SUNRGBD/kv2/kinect2data/002094_2014-06-25_19-51-05_260595134347_rgbf000122-resize
5029.png -> /SUNRGBD/kv2/kinect2data/003359_2014-05-20_14-08-56_094959634447_rgbf000050-resize
5030.png -> /SUNRGBD/kv2/kinect2data/002563_2014-06-24_13-49-04_094959634447_rgbf000073-resize
5031.png -> /SUNRGBD/kv2/kinect2data/003481_2014-05-21_15-29-30_094959634447_rgbf000101-resize
5032.png -> /SUNRGBD/kv2/kinect2data/000384_2014-06-08_22-57-14_260595134347_rgbf000063-resize
5033.png -> /SUNRGBD/kv2/kinect2data/000098_2014-05-14_21-55-47_260595134347_rgbf000151-resize
5034.png -> /SUNRGBD/kv2/kinect2data/000974_2014-06-08_16-46-47_260595134347_rgbf000067-resize
5035.png -> /SUNRGBD/kv2/kinect2data/002041_2014-06-24_20-23-52_260595134347_rgbf000053-resize
5036.png -> /SUNRGBD/kv2/kinect2data/000534_2014-06-08_17-26-02_260595134347_rgbf000094-resize
5037.png -> /SUNRGBD/kv2/kinect2data/001516_2014-06-20_16-25-09_260595134347_rgbf000076-resize
5038.png -> /SUNRGBD/kv2/kinect2data/000872_2014-06-09_20-51-10_260595134347_rgbf000119-resize
5039.png -> /SUNRGBD/kv2/kinect2data/000693_2014-06-08_13-12-06_260595134347_rgbf000108-resize
5040.png -> /SUNRGBD/kv2/kinect2data/000927_2014-06-09_16-32-30_260595134347_rgbf000123-resize
5041.png -> /SUNRGBD/kv2/kinect2data/001154_2014-06-17_15-29-52_260595134347_rgbf000080-resize
5042.png -> /SUNRGBD/kv2/kinect2data/000660_2014-06-08_17-13-43_260595134347_rgbf000123-resize
5043.png -> /SUNRGBD/kv2/kinect2data/001649_2014-06-20_12-08-27_260595134347_rgbf000092-resize
5044.png -> /SUNRGBD/kv2/kinect2data/003399_2014-05-20_15-56-00_094959634447_rgbf000100-resize
5045.png -> /SUNRGBD/kv2/kinect2data/001324_2014-06-16_16-47-47_260595134347_rgbf000117-resize
5046.png -> /SUNRGBD/kv2/kinect2data/000064_2014-04-29_14-39-49_094959634447_rgbf002016-resize
5047.png -> /SUNRGBD/kv2/kinect2data/000963_2014-06-08_16-28-51_260595134347_rgbf000042-resize
5048.png -> /SUNRGBD/kv2/kinect2data/003391_2014-05-20_15-27-03_094959634447_rgbf000101-resize
5049.png -> /SUNRGBD/kv2/kinect2data/002100_2014-06-25_19-54-56_260595134347_rgbf000059-resize
5050.png -> /SUNRGBD/kv2/kinect2data/000484_2014-06-09_20-46-30_260595134347_rgbf000143-resize
5051.png -> /SUNRGBD/kv2/kinect2data/002079_2014-06-24_21-58-14_260595134347_rgbf000044-resize
5052.png -> /SUNRGBD/kv2/kinect2data/000333_2014-06-09_20-19-26_260595134347_rgbf000164-resize
5053.png -> /SUNRGBD/kv2/kinect2data/001236_2014-06-17_16-38-08_260595134347_rgbf000079-resize
5054.png -> /SUNRGBD/kv2/kinect2data/002068_2014-06-24_21-43-31_260595134347_rgbf000024-resize
5055.png -> /SUNRGBD/kv2/kinect2data/003362_2014-05-20_14-11-46_094959634447_rgbf000100-resize
5056.png -> /SUNRGBD/kv2/kinect2data/000937_2014-06-09_16-56-07_260595134347_rgbf000113-resize
5057.png -> /SUNRGBD/kv2/kinect2data/000127_2014-04-11_16-55-01_094959634447_rgbf000149-resize
5058.png -> /SUNRGBD/kv2/kinect2data/001067_2014-06-08_22-04-00_260595134347_rgbf000049-resize
5059.png -> /SUNRGBD/kv2/kinect2data/000671_2014-06-08_22-53-14_260595134347_rgbf000053-resize
5060.png -> /SUNRGBD/kv2/kinect2data/003142_2014-05-12_11-06-33_094959634447_rgbf000100-resize
5061.png -> /SUNRGBD/kv2/kinect2data/002081_2014-06-24_21-59-34_260595134347_rgbf000115-resize
5062.png -> /SUNRGBD/kv2/kinect2data/001505_2014-06-20_16-18-59_260595134347_rgbf000182-resize
5063.png -> /SUNRGBD/kv2/kinect2data/000462_2014-06-08_16-55-40_260595134347_rgbf000086-resize
5064.png -> /SUNRGBD/kv2/kinect2data/000562_2014-06-09_22-46-47_260595134347_rgbf000233-resize
5065.png -> /SUNRGBD/kv2/kinect2data/001582_2014-06-20_17-33-19_260595134347_rgbf000048-resize
5066.png -> /SUNRGBD/kv2/kinect2data/000595_2014-06-09_16-43-56_260595134347_rgbf000122-resize
5067.png -> /SUNRGBD/kv2/kinect2data/003594_2014-05-23_17-13-14_094959634447_rgbf000100-resize
5068.png -> /SUNRGBD/kv2/kinect2data/000682_2014-06-08_23-14-58_260595134347_rgbf000041-resize
5069.png -> /SUNRGBD/kv2/kinect2data/003270_2014-05-14_15-53-34_094959634447_rgbf000025-resize
5070.png -> /SUNRGBD/kv2/kinect2data/001100_2014-06-15_17-46-26_260595134347_rgbf000225-resize
5071.png -> /SUNRGBD/kv2/kinect2data/003485_2014-05-21_15-30-59_094959634447_rgbf000101-resize
5072.png -> /SUNRGBD/kv2/kinect2data/000992_2014-06-08_17-15-04_260595134347_rgbf000101-resize
5073.png -> /SUNRGBD/kv2/kinect2data/001435_2014-06-19_16-52-03_260595134347_rgbf000067-resize
5074.png -> /SUNRGBD/kv2/kinect2data/001048_2014-06-08_17-38-08_260595134347_rgbf000196-resize
5075.png -> /SUNRGBD/kv2/kinect2data/000785_2014-06-08_22-31-44_260595134347_rgbf000036-resize
5076.png -> /SUNRGBD/kv2/kinect2data/002741_2014-06-22_12-06-44_094959634447_rgbf000032-resize
5077.png -> /SUNRGBD/kv2/kinect2data/003398_2014-05-20_15-55-41_094959634447_rgbf000100-resize
5078.png -> /SUNRGBD/kv2/kinect2data/000643_2014-06-08_16-59-43_260595134347_rgbf000183-resize
5079.png -> /SUNRGBD/kv2/kinect2data/002762_2014-06-22_19-12-42_094959634447_rgbf000075-resize
5080.png -> /SUNRGBD/kv2/kinect2data/002821_2014-06-22_20-12-32_094959634447_rgbf000080-resize
5081.png -> /SUNRGBD/kv2/kinect2data/000971_2014-06-08_16-39-52_260595134347_rgbf000077-resize
5082.png -> /SUNRGBD/kv2/kinect2data/000812_2014-06-09_22-30-20_260595134347_rgbf000091-resize
5083.png -> /SUNRGBD/kv2/kinect2data/003432_2014-05-21_10-37-54_094959634447_rgbf000101-resize
5084.png -> /SUNRGBD/kv2/kinect2data/003602_2014-05-23_17-26-47_094959634447_rgbf000100-resize
5085.png -> /SUNRGBD/kv2/kinect2data/000516_2014-06-08_13-02-13_260595134347_rgbf000034-resize
5086.png -> /SUNRGBD/kv2/kinect2data/000755_2014-06-08_22-01-56_260595134347_rgbf000058-resize
5087.png -> /SUNRGBD/kv2/kinect2data/000905_2014-06-08_13-32-55_260595134347_rgbf000150-resize
5088.png -> /SUNRGBD/kv2/kinect2data/000956_2014-06-08_16-22-39_260595134347_rgbf000108-resize
5089.png -> /SUNRGBD/kv2/kinect2data/001250_2014-06-16_15-56-55_260595134347_rgbf000221-resize
5090.png -> /SUNRGBD/kv2/kinect2data/003263_2014-05-14_15-50-17_094959634447_rgbf000101-resize
5091.png -> /SUNRGBD/kv2/kinect2data/001560_2014-06-20_17-14-26_260595134347_rgbf000101-resize
5092.png -> /SUNRGBD/kv2/kinect2data/001379_2014-06-19_15-58-14_260595134347_rgbf000042-resize
5093.png -> /SUNRGBD/kv2/kinect2data/001500_2014-06-19_17-48-21_260595134347_rgbf000098-resize
5094.png -> /SUNRGBD/kv2/kinect2data/003451_2014-05-21_12-43-14_094959634447_rgbf004260-resize
5095.png -> /SUNRGBD/kv2/kinect2data/003378_2014-05-20_14-29-57_094959634447_rgbf000100-resize
5096.png -> /SUNRGBD/kv2/kinect2data/002825_2014-06-22_20-24-23_094959634447_rgbf000074-resize
5097.png -> /SUNRGBD/kv2/kinect2data/002783_2014-06-22_19-26-17_094959634447_rgbf000079-resize
5098.png -> /SUNRGBD/kv2/kinect2data/000766_2014-06-08_22-12-29_260595134347_rgbf000116-resize
5099.png -> /SUNRGBD/kv2/kinect2data/002765_2014-06-22_19-18-12_094959634447_rgbf000071-resize
5100.png -> /SUNRGBD/kv2/kinect2data/003269_2014-05-14_15-52-50_094959634447_rgbf000101-resize
5101.png -> /SUNRGBD/kv2/kinect2data/003518_2014-05-21_17-42-00_094959634447_rgbf000101-resize
5102.png -> /SUNRGBD/kv2/kinect2data/002703_2014-06-22_11-28-20_094959634447_rgbf000038-resize
5103.png -> /SUNRGBD/kv2/kinect2data/001086_2014-06-08_22-41-24_260595134347_rgbf000101-resize
5104.png -> /SUNRGBD/kv2/kinect2data/000841_2014-06-08_16-56-24_260595134347_rgbf000138-resize
5105.png -> /SUNRGBD/kv2/kinect2data/000533_2014-06-08_17-25-11_260595134347_rgbf000145-resize
5106.png -> /SUNRGBD/kv2/kinect2data/002500_2014-05-25_16-57-02_094959634447_rgbf000632-resize
5107.png -> /SUNRGBD/kv2/kinect2data/003576_2014-05-23_11-16-29_094959634447_rgbf000101-resize
5108.png -> /SUNRGBD/kv2/kinect2data/003117_2014-05-12_10-17-12_094959634447_rgbf001633-resize
5109.png -> /SUNRGBD/kv2/kinect2data/002507_2014-06-24_13-18-57_094959634447_rgbf000080-resize
5110.png -> /SUNRGBD/kv2/kinect2data/000536_2014-06-08_17-27-10_260595134347_rgbf000195-resize
5111.png -> /SUNRGBD/kv2/kinect2data/002704_2014-06-22_11-30-07_094959634447_rgbf000096-resize
5112.png -> /SUNRGBD/kv2/kinect2data/003479_2014-05-21_15-28-47_094959634447_rgbf000101-resize
5113.png -> /SUNRGBD/kv2/kinect2data/001590_2014-06-20_11-11-42_260595134347_rgbf000043-resize
5114.png -> /SUNRGBD/kv2/kinect2data/003435_2014-05-21_10-58-40_094959634447_rgbf000102-resize
5115.png -> /SUNRGBD/kv2/kinect2data/002702_2014-06-22_11-27-56_094959634447_rgbf000141-resize
5116.png -> /SUNRGBD/kv2/kinect2data/000124_2014-04-11_16-41-34_094959634447_rgbf000424-resize
5117.png -> /SUNRGBD/kv2/kinect2data/001310_2014-06-16_16-35-19_260595134347_rgbf000075-resize
5118.png -> /SUNRGBD/kv2/kinect2data/003433_2014-05-21_10-45-00_094959634447_rgbf004216-resize
5119.png -> /SUNRGBD/kv2/kinect2data/000879_2014-06-08_23-03-41_260595134347_rgbf000082-resize
5120.png -> /SUNRGBD/kv2/kinect2data/002538_2014-06-24_13-37-06_094959634447_rgbf000079-resize
5121.png -> /SUNRGBD/kv2/kinect2data/000911_2014-06-08_18-43-36_260595134347_rgbf000144-resize
5122.png -> /SUNRGBD/kv2/kinect2data/003662_2014-05-24_14-12-41_094959634447_rgbf000101-resize
5123.png -> /SUNRGBD/kv2/kinect2data/003534_2014-05-22_15-06-10_094959634447_rgbf000102-resize
5124.png -> /SUNRGBD/kv2/kinect2data/003417_2014-05-21_09-52-40_094959634447_rgbf000101-resize
5125.png -> /SUNRGBD/kv2/kinect2data/000519_2014-06-08_13-33-22_260595134347_rgbf000234-resize
5126.png -> /SUNRGBD/kv2/kinect2data/001354_2014-06-19_15-45-57_260595134347_rgbf000069-resize
5127.png -> /SUNRGBD/kv2/kinect2data/001549_2014-06-20_17-04-59_260595134347_rgbf000073-resize
5128.png -> /SUNRGBD/kv2/kinect2data/003429_2014-05-21_10-36-46_094959634447_rgbf000101-resize
5129.png -> /SUNRGBD/kv2/kinect2data/001551_2014-06-20_17-05-49_260595134347_rgbf000060-resize
5130.png -> /SUNRGBD/kv2/kinect2data/001646_2014-06-20_12-05-13_260595134347_rgbf000068-resize
5131.png -> /SUNRGBD/kv2/kinect2data/001473_2014-06-19_17-31-16_260595134347_rgbf000064-resize
5132.png -> /SUNRGBD/kv2/kinect2data/002526_2014-06-24_13-25-54_094959634447_rgbf000084-resize
5133.png -> /SUNRGBD/kv2/kinect2data/001553_2014-06-20_17-09-56_260595134347_rgbf000083-resize
5134.png -> /SUNRGBD/kv2/kinect2data/000523_2014-06-08_13-53-25_260595134347_rgbf000098-resize
5135.png -> /SUNRGBD/kv2/kinect2data/003664_2014-05-24_15-10-36_094959634447_rgbf000101-resize
5136.png -> /SUNRGBD/kv2/kinect2data/000798_2014-06-08_22-40-43_260595134347_rgbf000109-resize
5137.png -> /SUNRGBD/kv2/kinect2data/002499_2014-05-25_16-55-43_094959634447_rgbf000208-resize
5138.png -> /SUNRGBD/kv2/kinect2data/000424_2014-06-08_17-05-00_260595134347_rgbf000115-resize
5139.png -> /SUNRGBD/kv2/kinect2data/001264_2014-06-16_16-10-23_260595134347_rgbf000109-resize
5140.png -> /SUNRGBD/kv2/kinect2data/001027_2014-06-08_13-14-46_260595134347_rgbf000115-resize
5141.png -> /SUNRGBD/kv2/kinect2data/001270_2014-06-16_16-13-43_260595134347_rgbf000085-resize
5142.png -> /SUNRGBD/kv2/kinect2data/003674_2014-05-24_21-16-29_094959634447_rgbf000100-resize
5143.png -> /SUNRGBD/kv2/kinect2data/003366_2014-05-20_14-14-14_094959634447_rgbf002543-resize
5144.png -> /SUNRGBD/kv2/kinect2data/000752_2014-06-08_21-57-16_260595134347_rgbf000083-resize
5145.png -> /SUNRGBD/kv2/kinect2data/000629_2014-06-08_16-27-42_260595134347_rgbf000108-resize
5146.png -> /SUNRGBD/kv2/kinect2data/002657_2014-06-13_15-29-54_094959634447_rgbf000150-resize
5147.png -> /SUNRGBD/kv2/kinect2data/001484_2014-06-19_17-36-14_260595134347_rgbf000048-resize
5148.png -> /SUNRGBD/kv2/kinect2data/001265_2014-06-16_16-10-39_260595134347_rgbf000091-resize
5149.png -> /SUNRGBD/kv2/kinect2data/003097_2014-06-24_21-03-54_094959634447_rgbf000066-resize
5150.png -> /SUNRGBD/kv2/kinect2data/003522_2014-05-22_14-29-14_094959634447_rgbf008561-resize
5151.png -> /SUNRGBD/kv2/kinect2data/000916_2014-06-09_22-43-54_260595134347_rgbf000046-resize
5152.png -> /SUNRGBD/kv2/kinect2data/002085_2014-06-25_19-42-23_260595134347_rgbf000201-resize
5153.png -> /SUNRGBD/kv2/kinect2data/003510_2014-05-21_17-32-00_094959634447_rgbf000101-resize
5154.png -> /SUNRGBD/kv2/kinect2data/002935_2014-06-26_15-52-31_094959634447_rgbf000075-resize
5155.png -> /SUNRGBD/kv2/kinect2data/001615_2014-06-20_11-34-54_260595134347_rgbf000130-resize
5156.png -> /SUNRGBD/kv2/kinect2data/001538_2014-06-20_16-55-46_260595134347_rgbf000038-resize
5157.png -> /SUNRGBD/kv2/kinect2data/002596_2014-06-24_14-23-09_094959634447_rgbf000057-resize
5158.png -> /SUNRGBD/kv2/kinect2data/001602_2014-06-20_11-16-57_260595134347_rgbf000052-resize
5159.png -> /SUNRGBD/kv2/kinect2data/002160_2014-06-27_23-55-42_260595134347_rgbf000112-resize
5160.png -> /SUNRGBD/kv2/kinect2data/002066_2014-06-24_21-42-46_260595134347_rgbf000067-resize
5161.png -> /SUNRGBD/kv2/kinect2data/003502_2014-05-21_16-36-11_094959634447_rgbf000101-resize
5162.png -> /SUNRGBD/kv2/kinect2data/003571_2014-05-23_11-08-14_094959634447_rgbf000100-resize
5163.png -> /SUNRGBD/kv2/kinect2data/000422_2014-06-08_16-36-45_260595134347_rgbf000081-resize
5164.png -> /SUNRGBD/kv2/kinect2data/002831_2014-06-22_20-36-26_094959634447_rgbf000082-resize
5165.png -> /SUNRGBD/kv2/kinect2data/003641_2014-05-23_22-11-02_094959634447_rgbf000102-resize
5166.png -> /SUNRGBD/kv2/kinect2data/001433_2014-06-19_16-51-30_260595134347_rgbf000054-resize
5167.png -> /SUNRGBD/kv2/kinect2data/002487_2014-06-28_20-43-21_260595134347_rgbf000162-resize
5168.png -> /SUNRGBD/kv2/kinect2data/001449_2014-06-19_17-01-27_260595134347_rgbf000116-resize
5169.png -> /SUNRGBD/kv2/kinect2data/002117_2014-06-25_20-31-28_260595134347_rgbf000151-resize
5170.png -> /SUNRGBD/kv2/kinect2data/000583_2014-06-09_16-29-10_260595134347_rgbf000222-resize
5171.png -> /SUNRGBD/kv2/kinect2data/000703_2014-06-08_13-26-13_260595134347_rgbf000242-resize
5172.png -> /SUNRGBD/kv2/kinect2data/003223_2014-05-14_13-26-55_094959634447_rgbf000100-resize
5173.png -> /SUNRGBD/kv2/kinect2data/003504_2014-05-21_16-36-49_094959634447_rgbf000100-resize
5174.png -> /SUNRGBD/kv2/kinect2data/002548_2014-06-24_13-40-03_094959634447_rgbf000082-resize
5175.png -> /SUNRGBD/kv2/kinect2data/003424_2014-05-21_10-29-25_094959634447_rgbf000544-resize
5176.png -> /SUNRGBD/kv2/kinect2data/003343_2014-05-20_11-19-14_094959634447_rgbf000065-resize
5177.png -> /SUNRGBD/kv2/kinect2data/003383_2014-05-20_14-41-21_094959634447_rgbf000101-resize
5178.png -> /SUNRGBD/kv2/kinect2data/002033_2014-06-24_20-19-48_260595134347_rgbf000090-resize
5179.png -> /SUNRGBD/kv2/kinect2data/000414_2014-06-04_19-49-13_260595134347_rgbf000044-resize
5180.png -> /SUNRGBD/kv2/kinect2data/000719_2014-06-08_18-36-41_260595134347_rgbf000097-resize
5181.png -> /SUNRGBD/kv2/kinect2data/001523_2014-06-20_16-41-31_260595134347_rgbf000032-resize
5182.png -> /SUNRGBD/kv2/kinect2data/002941_2014-06-26_15-54-41_094959634447_rgbf000078-resize
5183.png -> /SUNRGBD/kv2/kinect2data/003493_2014-05-21_15-53-53_094959634447_rgbf002564-resize
5184.png -> /SUNRGBD/kv2/kinect2data/003246_2014-05-14_14-14-07_094959634447_rgbf000100-resize
5185.png -> /SUNRGBD/kv2/kinect2data/003589_2014-05-23_16-56-35_094959634447_rgbf000100-resize
5186.png -> /SUNRGBD/kv2/kinect2data/000347_2014-06-09_19-49-03_260595134347_rgbf000225-resize
5187.png -> /SUNRGBD/kv2/kinect2data/003560_2014-05-23_10-43-39_094959634447_rgbf001248-resize
5188.png -> /SUNRGBD/kv2/kinect2data/001424_2014-06-19_16-45-23_260595134347_rgbf000055-resize
5189.png -> /SUNRGBD/kv2/kinect2data/003444_2014-05-21_12-05-44_094959634447_rgbf000100-resize
5190.png -> /SUNRGBD/kv2/kinect2data/000696_2014-06-08_13-13-31_260595134347_rgbf000101-resize
